officer_id,name_clean,n
B703,"WALKER, CHARLES",73
B704,"PHILLIPS, F",5
B704,"PALMISANO, RICHARD",1
B705,"BILLINGS, JAMES",72
B706,"PLATER, JACQUES",1
B709,"LANDSMAN, JAY",4
B711,"FISCHER, GARY",3
B713,"GREENE, ROBERT",1
B714,"ORTT, ROBERT",48
B715,"BERGER, EDGAR",2
B716,"ROULHAC, SWINDELL",12
B718,"HALL, ALFRED III",5
B719,"REYNOLDS, JOSEPH",15
B720,"ROBEY, REGINALD",96
B721,"WILSON, WAYNE",3
B724,"REDDING, T",2
B725,"BURNS, ED",4
B725,"WHEELER, JOHN",1
B726,"ROBEY, REGINALD",1
B727,"LONG, RICHARD III",12
B728,"PAUGH, DAVID",1
B729,"WILLIAMS, BYRON",17
B730,"GRANDPRE, LARRY",15
B732,"BELL, JAMES",5
B733,"CASTER, LLOYD",108
B734,"LOOMIS, PAUL",13
B736,"LICATO, DONALD",21
B737,"CASTER, LLOYD",1
B738,"DILLON, FREDERI",166
B740,"SILBAUGH, DONALD",8
B742,"JOHNSON, LARRY",151
B744,"DILLON, CHARLES",2
B745,"MASSEY, J",266
B746,"REGAN, T",3
B748,"CHRIEST, G",149
B748,"JOHNSON, JOHN",1
B750,"CHRISTIAN, JOHN",3
B751,"FRITZEL, EUGENE",22
B754,"FREUND, JOHN",19
B756,"PICEK, JAMES",203
B757,"HULLIHEN, JOHN",13
B759,"LEVINSON, PAUL",11
B760,"LOWRY, BERNARD",1
B764,"THURSTON, GREGO",19
B765,"PETTY, JOHN",44
B766,"GUERIN, RICHARD",2
B767,"LETMATE, ROBERT",2
B769,"LESTER, LAWRENC",1
B771,"YOSUA, SCOTT",3
B772,"DELAIR, HARRY",133
B774,"EASTMAN, D",4
B775,"HILL, P",1
B776,"JAMES, RICHARD",19
B781,"MANNING, DAVID",22
B781,"MOORE, JAMES",1
B782,"WEIMER, HARRY JR",1
B783,"BRYANT, J",94
B784,"CHRIEST, GEORGE",3
B784,"EDISON, WILLIAM",1
B784,"FITZGERALD, A",1
B786,"HALL, FRANK",1
B788,"MOYNIHAN, JAMES",17
B791,"HEILMAN, WILLIA",8
B793,"TEANO, JOSEPH",1
B794,"HARRISON, STUART",23
B795,"ROBERTS, RONALD",10
B800,"MCALLICTER, ROBERT",11
B802,"WHITE, GARY",15
B803,"COATES, CARL",38
B805,"HENSLEY, M",1
B808,"BUHRMAN, D",2
B809,"LINDEMEYR, HERBERT JR",5
B814,"GERST, T",188
B815,"OROS, ROBERT",7
B817,"HESS, CHARLES",2
B818,"BARLOW, FRANKLIN JR",43
B820,"HEINBAUGH, ALBERT",15
B820,"CARAPICO, LOUIS",1
B821,"JORDAN, J",10
B822,"BOONE, DANIEL",22
B825,"KOCH, FREDERICK",1
B830,"BEARD, BRANDER",1
B831,"BEARD, BRANDON",201
B831,"MCDOWELL, JOSEPH",1
B834,"MCLAUGHLIN, WILLIAM",1
B836,"CREE, JOHN JR",1
B837,"MAHONEY, CRAIG",8
B839,"WIEDEFELD, MARK",130
B840,"BROWN, HERBERT",17
B841,"WHITE, EDMOND",52
B842,"ARMIGER, GERALD",61
B843,"ALLEN, DEAL JR",3
B844,"PEREGRINO, NESTO",2
B846,"BOCHNIAK, EDWAR",27
B847,"MACK, ROBERT",2
B848,"KUNKOSKI, GEORGE",55
B850,"RIDEOUT, ROBERT",9
B851,"STEPHENS, JOSEPH",7
B853,"DUNNICAN, GARY",29
B854,"HAHN, DAVID",20
B857,"STEPHENS, JOSEPH",714
B859,"SOLTESZ, JAMES",127
B860,"ARMENTROUT, ROBERT",7
B861,"DUNN, MICHAEL",14
B862,"GARRITY, SCOTT",10
B863,"JOHNSON, BARRY",1
B865,"TRAINOR, GEORGE",197
B866,"ANDREW, MICHAEL",1
B866,ANDREWS,1
B867,"JOHNS, CHARLES",3
B869,"MCLAUGHLIN, WILLIAM",16
B871,"PHILLIPS, CECELIA",1
B875,"COOK, ARTHUR",13
B876,"GRAY, VERNON",34
B877,"TUMMINELLO, G",1
B878,"KOERBER, K",35
B879,"SHIELDS, JAMES JR",147
B880,"COOK, GREGORY",6
B881,"SEWELL, NEILL",22
B883,"ROBINSON, FLOYD",46
B887,"OSULLIVAN, EUGENE",1
B888,"GREAVES, RALPH",9
B890,"BOWEN, JAMES",4
B891,"GARCIA, RUFINO",1
B892,"KIMBALL, MARTIN",112
B893,"SACCA, PAUL",153
B895,"MOHR, JOHN",55
B896,"OSSMUS, DONALD JR",61
B897,"HARTING, WILLIAM",1
B898,"BERGBOWER, JOHN",18
B899,"DANNA, ALFRED JR",2
B899,"WIEDEFELD, MARK",1
B902,"KENNEDY, RONALD",8
B903,"MITCHELL, JOHN",32
B904,"PALMISANO, R",43
B906,"PAUGH, EDWARD",15
B907,"ORZECH, L",30
B908,"HARDESTY, WILLARD",423
B909,"KLOSEK, ALEXANDER",1
B910,"COMEGNA, HORACE",18
B911,"VALLAIR, ALEX",6
B912,"RIEMAN, RICHARD",9
B913,"BERENDS, WILLIAM",140
B914,"BYRD, IVORY",21
B914,"BUDNY, GARY",1
B915,"NELSON, JOHN",29
B916,"OBYRNE, EDWARD JR",4
B917,"BUDNY, GARY",42
B918,"KLEIN, GEORGE",6
B919,"BERENDS, THOMAS",6
B920,"BOOKER, WILLIAM JR",145
B921,"IRELAND, CHARLE",1
B922,"ROOP, HARRY",67
B923,"CLOUSE, HAROLD",1
B925,"STRACHAN, CHARL",49
B926,"BAKER, CHARLES",102
B927,"GECKLE, D",35
B930,"NEWMAN, WILLIAM",27
B931,"SIERACKI, JOHN",4
B932,"WILLIAMSON, WILLIAM",40
B934,"MCCARTER, OSBORNE",76
B938,"ROBINSON, KENNETH",88
B939,"CARRE, ROBERT",29
B941,"STATON, ROBERT SR",6
B942,"KIMMEL, MICHAEL",3
B945,"BERRY, S",1
B946,"WHARTON, ALLAN",30
B948,"MINITOR, MICHAE",176
B949,"LYTTON, JAMES",59
B950,"MURRAY, TIMOTHY",19
B951,"BOZZELL, JAMES",3
B953,"SPIESE, JACK",3
B955,"BITTNER, GABRIE",13
B956,"TYSON, JOEL",117
B957,"BALL, HAYES",1
B958,"CLAYTON, CHARLES",8
B960,"LOCUS, MATTHEW",9
B961,"REILAND, ROBIN",1
B962,"LEVON, G",3
B964,"BROADDUS, JOHN JR",23
B965,"STEPHENS, MICHA",4
B968,"SNYDER, DALE",9
B969,"BROWN, DAVID JOHN SR",31
B973,"ANDERSON, CHARLE",15
B974,"FAHLTEICH, RICHARD",11
B978,"EADS, GREGORY",3
B981,"GAMMERMAN, NEIL",23
B981,"BROOKS, DONALD",12
B983,"FLYNN, REGIS JR",15
B984,"CAROLYN, RALEY",145
B985,"RICHARDSON, JOSEPH",3
B986,"THORNTON, CLAUD",2
B987,"CARNES, JAMES JR",11
B988,"WEAVER, ESSEX",1
B989,"KISNER, MICHAEL",3
B990,"CANNIDA, GEORGE",1
B992,"MELLOTT, KENNET",101
B993,"CROWTHER, THOMAS",8
B994,"GOODWIN, PHILIP",22
B995,"WAGNER, JAMES",45
B996,"LURZ, STEVEN",14
B998,"MOURED, DENNIS",24
B999,"BAILEY, JOHN",453
C000,"SCOTT, KAREN",3
C001,"FIORI, TIMOTHY",17
C005,"BAKER, JACK",31
C006,"BURCH, BARRON",168
C007,"GILBERT, CHARLES",41
C008,"DEJOHN, MARIO",140
C009,"FLEET, KIRK",107
C010,"HOOVER, GARY",245
C012,"KIRHAGIS, CHRIS",229
C013,"OLIVER, GLENN",1
C018,"HARRISON, ROBERT",4
C018,"CAMAROTE, MARC",1
C020,"CZAYA, RICHARD",10
C020,"JACKSON, C",1
C021,"ROBINSON, RICHAR",98
C021,"PINDELL, KELLY",1
C022,"BEST, GARY",1
C023,"HAMLIN, WILLIAM",5
C024,"YEATER, ALAN",3
C025,"WILLIAMS, CHARLES",54
C028,"JUD, ROBERT",2
C029,"RITMILLER, WILLIAM JR",14
C030,"SHARKEY, MICHAEL",65
C032,"FRANCIS, TYRONE",97
C034,"LORME, JOHN",5
C035,"HANKS, MICHAEL",28
C036,"STANTON, LEROY",44
C037,"COLEMAN, RAY",320
C038,"FOSTER, INNES",75
C039,"HUBBARD, RONALD",26
C040,"TIMS, ZACHERY",115
C041,"FISHER, JOHNNY",1
C042,"WOLF, THOMAS",3
C047,"GRANT, DONALD",28
C049,"BOYER, DENNIS",2
C051,"KOLUCH, EDWARD",113
C052,"STEYER, MICHAEL",196
C053,"GREFFEN, TIMOTHY",62
C054,"THOMAS, GEORGE",23
C055,"CHARLES, FREDDI",6
C057,"MCMAHON, JOSEPH",3
C057,"HERGENROEDER, J",1
C059,"SILVER, BERTINA",15
C062,"FRIDINGER, MARTY",36
C063,"MURPHY, WINFRED",767
C063,"MURPHY, WIILIAM",3
C064,"LEONARD, ROBERT",40
C068,"KING, W",2
C070,"BURKE, RONALD",22
C072,"PRICE, ARCHIE",163
C073,"COUNCILL, KERRY",25
C074,"HANSEN, NEIL",44
C075,"LUPUS, WILLIAM",52
C077,"SCHMITZ, FRANCI",218
C078,"BULL, BRUCE",38
C079,"GREEN, GARY",18
C083,"SMITH, CLARENCE",34
C084,"FELL, JAMES",26
C085,"GLASSER, STEVEN",5
C086,"JENKINS, JOHN",29
C087,"PUMPHREY, MELVIN JR",72
C091,"GREENFELL, STEPHEN",120
C093,"POLIKS, JOHN",5
C094,"EIGNER, JAMES",610
C095,"FAULKNER, GEORGE",119
C096,"MEYERS, F",1
C097,"MERRITT, RUSSELL",22
C098,"CROWDER, S",4
C099,"PETRALIA, A",3
C103,"KALMBACHER, EDW",7
C104,"LURZ, KURT",43
C105,"SCHWABLINE, BURC",1
C106,"KINDER, FREDERI",6
C108,"MULLIGAN, MICHAE",1
C110,"LINGNER, MICHAEL",1
C111,"GORAL, ROMAN",19
C112,"MARKLEY, JAMES",14
C113,"TAYLOR, WADE",43
C114,"ROBINSON, VERNON",1
C115,"BARNES, DONALD JR",56
C116,"SMITH, CARL",3
C117,"BICKAUSKAS, ANTHONY JR",503
C119,"DATSKO, DAVID",43
C121,"GOODE, PATRICIA",18
C122,"MARCUS, ALBERT SR",310
C122,"CAUDELL, TERRY",15
C125,"WELSH, CHARLES",158
C126,"COLEMAN, PRINCESS",21
C127,"STAMBAUGH, CARL",1
C128,"STUBEL, JAMES",14
C130,"KAMEN, D",44
C132,"THOMAS, DWIGHT",1
C133,"MIONE, PETER",1
C135,"SNYDER, DEREK",16
C137,"SMITH, TERRY",53
C138,"VAUGHAN, JAMES",16
C139,"MARSHALL, W",12
C140,"TAYLOR, SAMUEL",8
C143,"DIMARIO, CHARLES JR",192
C144,"ROSEN, JEFFREY",6
C145,"SNYDER, JAMES",92
C146,"CREIGHTON, JOHN",12
C152,"ETTING, ERROL",17
C154,"KORENSTRA, JOHN",13
C157,"SCARDINA, PAUL",160
C158,"JOHNSON, CLARENCE",20
C159,"PACE, FREDERICK",1
C160,"BAZE, LEONARD",41
C164,"WEHNER, ROBERT",8
C165,"WHITTINGHAM, G",2
C166,"BELL, DENNIS",2
C167,"MULLEN, MARGARET",4
C169,"CONSTANTINE, EUGENE JR",43
C171,"SIMPSON, TOM",207
C172,"TAYLOR, ROSS",13
C174,"LAMPSON, JAMES",7
C175,"EMRICK, J JR",2
C176,"AHRENS, RICHARD",72
C177,"MAPSTONE, WILLIAM",19
C177,"BICKAUSKAS, ANTHONY JR",1
C178,"KERR, DOUGLAS",12
C178,"MCTAMANY, RAYMOND",2
C179,"RAPPOLD, WILLIAM",40
C180,"ZIRCKEL, CHARLE",1
C181,"REED, KEVIN",33
C182,"WOLF, THOMAS",2
C184,"OROS, PAUL",19
C184,"OROS, BERNARD",14
C185,"SMITH, JOHN DONA",1
C188,"MUIR, DONALD",498
C189,"STEWART, CURTIS",47
C190,"SUNDOR, MARVIN",91
C191,"BORELLI, JOHN",1
C193,"BIRCH, J",144
C196,"GOLDBECK, CHRIS",267
C197,"LEWIS, TROY",1
C198,"CLARK, STANTON",68
C199,"HIPKINS, TERRENCE",8
C200,"BROWN, JOHN",28
C201,"NEALE, EMERY",1
C206,"CUTLER, THOMAS",8
C208,"FITCH, FRED",241
C209,"BRAY, LARRY",4
C210,"GARNER, BRUCE",13
C212,"JONES, RAYMOND",3
C216,"EDGERTON, HARRY",16
C216,"CONKLIN, JON",5
C217,"GARVEY, RICHARD",14
C218,"MCGRATH, JOHN",591
C222,"SANNIE, JOHN",8
C224,"RUPPERT, FRANCIS JR",111
C224,"RUPPERT, JAMES",105
C226,"CARDWELL, VINCENT",4
C227,"DAVIS, KEVIN",31
C229,"DOTSON, JERRY",2
C230,"ROKSIEWICZ, DENN",24
C232,"PAGELSEN, MAX",29
C234,"GINGLES, GORDON",20
C235,"MARTIN, HENRY",20
C236,"MCENTYRE, JOAN",10
C237,"UTZ, MELVIN",4
C238,"TOWERS, LEE",2
C239,"CANNAVALE, ANTHONY JR",5
C240,"OSSMUS, STEVEN",4
C241,"MCLAUGHLIN, ANTH",2
C243,"JORDAN, MICHAEL",1
C244,"WEST, J",22
C247,"CASSIZZI, MICHAEL",12
C248,"FICKUS, DANIEL",108
C249,"HOGAN, G",13
C252,"WISSMAN, JOHN III",34
C254,"BETSO, JOHN",1
C255,"STARR, RONALD",255
C256,"WERNER, DAVID",187
C257,"FOX, DEBRA",46
C258,"COOPER, RONALD",102
C260,"EDER, CHARLES",30
C261,"I SRAEL, BURTON",2
C262,"WENTZEL, GEORGE",1
C264,"JONES, JOHN",23
C266,"CALLANDS, MICHAEL",57
C266,"SELTZER, MARTIN",19
C267,"SHEA, DANIEL",4
C268,"SHEPARD, WILLIS",1
C269,"GENTRY, JOHN",2
C270,"HEALEY, WILLIAM",194
C273,"DORSEY, STANLEY",19
C273,"DORSEY, S RON",8
C278,"STEFANKIEWICZ, ANDREW",3
C280,"LIEU, BEN",7
C280,"BUTLER, MORRIS",1
C282,"CRUTCHFIELD, MICHAEL",29
C284,"COMPTON, L",1
C287,"SUMMERLIN, MATT",3
C288,"FUECKER, ROBERT",4
C290,"MASON, P",1
C291,"ADAMS, JOSEPH",1
C292,"HARRIS, ERIC",4
C293,"MEDLIN, WILLIAM",4
C294,"SUTER, SAMUEL JR",4
C295,"HOLFORD, JAMES",188
C296,"SWENSON, ALLAN",4
C297,"HENRY, ROBERT",11
C298,"KLEINOTA, JOSEPH",52
C299,"KEANE, JAMES",30
C300,"BROWN, D",48
C301,"HARDING, WARREN",36
C303,"MCLARNEY, TERRENCE",1
C305,"MANRODT, THOMAS",6
C307,"GAITHER, WILLIAM",1
C309,"GOBIN, DAVID",32
C310,"FOWLER, JAMES",52
C311,"RUPKEY, ROBERT",25
C312,"ZENDRIAN, JAMES",66
C313,"GORDON, MITCHEL",2
C314,"MALFETTONE, DOMINIC",14
C315,"WILLIAMS, PAUL",3
C317,"KELLER, SCOTT",46
C320,"GOLDBERG, JOSEPH",626
C321,"MAY, BRIEN ANTHO",134
C322,"ROSADO, JOSE",15
C325,"WEEKS, DONALD",1
C326,"WIKE, DEBORAH",2
C330,"NOLAN, JOHN",15
C331,"CARTWRIGHT, BEN",74
C332,"FORD, GARRY",17
C333,"FROST, EDWARD III",5
C335,"AMES, MICHAEL",3
C336,"TEWEY, JOHN",8
C338,"MAGLIA, ROBERT",135
C340,"WEBER, RICHARD JR",1
C344,"GRANT, BERRY",48
C345,"KELLER, MARK",351
C346,"MEGIBOW, CHARLES",139
C348,"CONSTANTINI, J",4
C349,"KUHN, STEPHEN",1
C350,"HOBSON, AURELIA",2
C351,"KIAUNIA, EDWARD JR",2
C352,"MUNCY, HAROLD JR",7
C353,"SPICER, JACK JR",1
C354,"TIEDEMANN, KEITH",10
C355,"WEGLEIN, JAMES",20
C356,"HYMILLER, CHARLES",163
C358,"YOUSSI, TERRY",13
C359,"DAWKINS, CHARLE",77
C360,"DODGE, JOHN",2
C361,"RITZ, WILLIAM",81
C363,"BARNARD, ROBERT",3
C365,"SHEPPARD, HARRY",1
C367,"JOYCE, BERNARD",1
C368,"KLEIN, CHARLES",31
C369,"TEMPERA, MICHAEL",2
C370,"WYANT, RONALD",93
C371,"MCCLAIN, JESSE",1
C372,"ANDERSON, DAVID",2
C374,"SMITH, GLENN",159
C375,"MORANT, SAMUEL",6
C376,"CLARKE, LARRY",3
C377,"REASON, ROBERT",62
C378,"ZITTLE, MICHAEL",112
C381,"KALINSKI, J",2
C382,"LOUDEN, JAMES",1
C383,"RODRIGUEZ, JUAN",78
C384,"HATCHER, CALLOWAY JR",5
C386,"MAGNESS, JAMES",26
C386,"HYMILLER, CHARLES",2
C388,"LINTHICUM, ELMER",25
C389,"GRIFFIN, ROSS",21
C391,"MYERS, DOUGLAS",133
C391,"LONGO, STEVEN",1
C391,"SLAUGHTER, ERICH",1
C392,"TOMSHO, THOMAS",5
C393,"KINCAID, J",11
C394,"TOBIN, R",2
C397,"BETCH, RICHARD",1
C398,"BIALES, DOUGLAS",6
C401,"JONES, ROBERT",2
C403,"MILLER, JOHN",13
C405,"WELCH, BRIEN",1
C406,"RICHMOND, JAN",6
C407,"BINICK, ROBERT",2
C409,"GRANT, ROY",68
C410,"POPE, CRAIG",1
C412,"STEVENS, JAMES",70
C413,"PENN, MELVIN",1
C414,"SHEEHAN, JONATHA",52
C415,"WAGNER, EDWARD III",51
C417,"HITE, RICHARD",5
C418,"PHILLIPS, JAMIE",125
C419,"SHEPPARD, PAUL",17
C420,"TOMLIN, MARK",61
C421,"LAND, MASON SR",51
C422,"MCQUAY, CHARLES",11
C423,"PENN, MELVIN",197
C426,TAYLOR,1
C427,"MAGEE, C",2
C430,"MATYSEK, MARK",2
C431,"ROLLE, DAVID",193
C432,"CICHOWICZ, GARY",172
C432,"ROLLE, D",1
C433,"COCKRELL, PAUL",16
C434,"SCHINER, JAY",3
C436,"BRERETON, BONNIE",2
C437,"DAMERON, DIONYSIA",19
C438,"ELLIOTT, RICHARD",4
C439,"ROBINSON, LEON",1
C440,"ROUSSEY, FREDERICK",97
C443,"GRONCKI, JOHN",3
C444,"JOHNSON, LARRY",29
C446,"ATKINSON, S",1
C447,"NOWLIN, ALBERT",69
C449,"LINDSAY, MARK",35
C450,"BLACK, THEODORE",2
C451,"HOLCOM, MICHAEL",2
C453,"SHARPE, JAMES",54
C454,"BRADLEY, IRVIN",238
C454,"POLK, MARK",1
C455,"BRIETENBACK, JOSEPH",170
C456,"DUNN, PAUL",2
C457,"HARPER, LEONARD",30
C459,"YEASTED, EUGENE",13
C460,"AKERS, WALTER",44
C460,"CRAWFORD, STEVE",35
C461,"BECCIO, NICHOLAS",21
C462,"BIELING, CHRISTO",96
C462,"KLOCK, JAMES",2
C463,"BAILOR, GREGORY",204
C463,"CRAWFORD, STEVE",1
C464,"JOHNSON, VAN",21
C465,"DEANGELIS, ROBERT",16
C466,"MISKIEL, ALLAN",49
C468,"TAYLOR, A",34
C469,"BUCKMASTER, J",1
C470,"MORRIS, RICHARD",2
C473,"TOBIN, THOMAS",6
C474,"BOYD, JAMES",14
C475,"KLAPASKA, CARL",59
C476,"MCDONALD, THOMAS",272
C477,"PRICOLO, JAMES",4
C478,"RENAUD, PAUL",133
C479,"MCDONALD, THOMAS",13
C479,"RODRIGUEZ, LINDA",2
C480,"STRULT, CHRIS",19
C480,"STREETT, CHRISTOPHER",2
C481,"REED, IRMA",5
C483,"MUHL, DAVID",1
C484,"ODEN, K",168
C484,"ODEN, JESSIE",66
C485,"WISNIEWSKI, MIC",1
C486,"GALL, GERALD",58
C487,"PALMERI, NICHOLAS",4
C488,"SHENK, JAMES JR",4
C489,"FIELDS, DALE",197
C490,"JONES, HOWARD JR",59
C491,"TORAIN, PAUL",1
C492,"BARATTA, CARMIN",2
C494,"SABO, MICHAEL",3
C495,"SMITH, DONALD JR",3
C496,"STOKES, KATHERI",1
C497,"SHEA, RUSSELL JR",73
C498,"SWEARINGEN, ALLEN",110
C499,"FRUHWIRTH, C",1
C501,"KRUSZEWSKI, JOHN",5
C503,"PELEKAKIS, NICHOLAS",277
C504,"RYCHWALSKI, ANDREW",572
C506,"KOWALCZYNK, JOHN",53
C506,"COWER, GARY",9
C507,"WHITTEN, ARTHUR",4
C508,"COPE, ROBERT JR",142
C510,"HOLLEY, STEVEN",80
C512,"SMITH, WARREN",9
C514,"MOORE, JOSEPH",4
C515,"SILLINGS, TED",2
C516,"KOWALCZUK, JOHN",1
C516,"SKYRM, JAMES",1
C517,"SNAKOVSKY, ANDY",25
C518,"DOMBROSKI, JOSE",1
C519,"MOSELEY, HERBERT",28
C520,"BRADIGAN, JAMES",1
C521,"DICKEL, MARK",12
C522,"NELSON, HELGI",320
C523,"WELSH, WILLIAM",85
C524,"COVER, GARY",469
C524,"HARLEE, JAMES",3
C525,"CAPPADOCIA, RONALD",8
C526,"HARLEE, JAMES",373
C527,"HARLEE, JAMES",1
C527,"LANGAN, J",1
C528,"MCNUTT, STEPHEN",1
C529,"KLOCK, J",2
C530,"THANNER, JOHN",143
C531,"WALTERS, WILLIAM",229
C532,"GADOMSKI, WARREN",28
C535,"MARTIN, WILLIAM",3
C537,"KINIGHT, JESS",81
C538,"CAMPBELL, MAXINE",2
C540,"GOLDSTEIN, GERALD",32
C541,"MCWILLIAMS, T",32
C542,"MILLER, ROBERT",79
C543,"REIBER, WILLIAM",21
C544,"LIPMAN, KENNETH",202
C545,"WINDER, ROBERT",298
C545,"BRADLEY, IRVIN",6
C546,"ALTENBURG, GARY",1
C547,"BOYD, JOHN JR",253
C549,"WOOLFORD, CYNTHIA",49
C549,"YEASTED, E",1
C550,"DAVIS, C",1
C551,"GALBREATH, DONALD",12
C555,"BALLINGER, LIND",1
C556,"HOWARD, RICHARD",2
C556,"MOSKOS, P",1
C557,"JUDD, E",1
C559,"BAZEMORE, J",3
C562,"WISNIEWSKI, CHESTER",177
C564,"CANTON, MARK",11
C565,"FAIR, WILEY",71
C565,"FAIR, CHESTER",1
C567,"HERGENROEDER, JOHN",1
C568,"BROWN, ALFRED",14
C569,"CONSTANT, S",50
C569,"STOTLER, LEWIS",1
C571,"CANNON, BARBARA",1
C573,"HAWKINS, BRENDA ANN",1
C573,"WYATT, J",1
C575,"FULTON, MYRA",2
C580,"CHALSON, CHARLES",2
C581,"MORREALE, MICHAEL",64
C582,"NORMAN, JOHN",101
C584,"BROWN, LISA",2
C585,"WEST, VERNA",30
C585,"TOMLIN, VERNA",1
C586,"CARTER, BRIAN",29
C587,"MOULTER, VINCENT",116
C591,"GREEN, TRINA",22
C593,"MASK, ROSE",1
C594,"FLOOD, ROUNSAVIL",5
C594,"DANZY, DANNY",1
C595,"TOMLIN, VERNA",1
C596,"FUGITT, JEFFREY",5
C598,"PELLEGRINI, THOMAS",41
C599,"COCHRANE, PATRICIA",107
C600,"MEYERS, M",1
C601,"PACELLI, VINCENT",26
C602,"YOUNGBAR, RICHAR",25
C603,"GARDNER, LAWRENC",195
C604,"MARTKINS, MARK",7
C605,"PARKS, KENNETH JR",69
C606,"RUSSELL, MELVIN",242
C606,"LALLY, WILLIAM",4
C607,"BLADES, RANDY SR",46
C608,"JESSA, DAWN",5
C609,"ROUSSEY, VINCENT",86
C610,"SCHOFF, FRANK",7
C611,"HORNEY, CHARLES",181
C612,"MCGLONE, WAYNE",3
C614,"RASZEWSKI, STEVE",1
C616,"PHILLIPS, RICHAR",2
C617,"FERBER, DAVID",37
C619,"TROGDON, CARL",21
C621,"VELEZ, MARIO",1
C624,"MOLENSTRA, KENNE",2
C625,"CHIANCA, JOSEPH JR",2
C627,"HODGINS, RAYMOND",49
C628,"PULLER, RICHARD",2
C629,"WASHINGTON, ISABELLA",21
C630,"AMES, LAWRENCE JR",129
C631,"MATTHEWS, RODNEY",38
C633,"BURKERT, JOSEPH",1
C634,"DOTSON, RODERICK",3
C635,"FOX, DEBRA",731
C636,"TAYLOR, GREG",234
C636,"BESSLING, B",1
C637,"KINGSBERRY, JERRY",49
C640,"ODELL, DAVID",1
C642,"WOLF, THOMAS",872
C643,"COKER, EDWARD",5
C645,"NEWTON, MICHAEL",35
C646,"HOWARD, RAYMOND",50
C647,"PATTERSON, DOUGL",164
C648,"EVANS, L",4
C649,"LONG, TERRY",3
C650,"MILLS, DAVID",71
C651,"MOYE, ELFAGO",141
C653,"NEWMAN, THOMAS",10
C654,"FOOTE, VERCELL",1
C657,"HERGENROEDER, JOHN",1140
C658,"SCHULTHEIS, DON",413
C659,"STOTLER, LEWIS",21
C660,"SIMMONS, DAVID",33
C661,"LEE, DON",230
C662,"JOINES, ANDREA",1
C663,"PETERSON, SHEREE",2
C664,"COOK, GREGORY",60
C666,"SEGEDA, J",3
C667,"MASSEY, DARRYL",39
C668,"RICE, JOHN",44
C669,"EMRICKO, MICHELLE",5
C670,"HORNE, EARL",3
C671,"KEEFER, PETER",162
C672,"KLEIN, DAVID",1
C673,"MANDEL, PAUL",3
C674,"DISNEY, DEEMS JR",31
C675,"WAGNER, FRANK JR",12
C676,"NARANGO, WILLIAM",3
C679,"BUTLER, EMANUEL",6
C681,"HOPKINS, BUSHROD",8
C682,"JUSTICE, DARLEE",50
C682,"COLLINS, DARLEE",18
C683,"LOWRY, JAMES",80
C684,"ADAMS, WAYNE",8
C685,"ROBERTS, ALLEN",44
C686,"BESSLING, BRYAN",41
C686,"CICHOWICZ, MICH",2
C687,"BISCOE, MARK",6
C688,"HUBER, NEIL",13
C688,"SCHULTZ, JOSEPH JR",6
C689,"OLIVER, THOMAS",218
C690,"WARNICK, WAYNE",57
C691,"WILLIAMS, GARY",289
C692,"MILLER, JOHNATHA",1
C693,"MILLER, ROBERT",172
C694,"PECKOO, DAVE",88
C695,"STEWART, SUSAN",3
C696,"WAGNER, WALTER",32
C697,"BARKAS, ANTHONY",156
C698,"MOORE, BETTY",2
C699,"CARTER, LAVINA",67
C699,"DAVIS, LAVINIA",6
C701,"MOORE, JOHNNY",3
C702,"MCLAIN, NAPOLEON",191
C703,"ROBERTS, JAMES",1
C705,"JOHNSON, HAYWOOD JR",215
C706,"MONTAGUE, KIRK",369
C707,"CALHOUN, ALISON",106
C707,"MONTGOMERY, A",2
C707,"WRIGHT, ANNA",1
C710,"MCCORMICK, MICH",1
C712,"JOHNSON, JOSEPH",14
C714,"MEHL, ROBERT",3
C716,"STAHM, CHARLES",14
C717,"BRIGHTBILL, DEAN",56
C718,"PATTERSON, JACK",4
C719,"HALL, ALBERT SR",154
C720,"HOLBACK, MARK",4
C722,"BANNON, THOMAS",7
C723,"HERNDON, JOHN",12
C724,"MCCLAIN, LUTHER",4
C725,"FIORAVANTE, DONNA",19
C725,"JORDAN, DONNA",1
C726,"GERST, MELANIE",3
C727,"JOHNSON, A",1
C728,"DIXON, CHARLES",6
C730,"PAGOTTO, STEPHEN",122
C732,"ENGEL, THOMAS",2
C734,"MICHAEL, G",17
C736,"MUNYAN, DAVID",121
C739,"HOLMAN, CAROL",97
C739,"OPHER, CAROL",86
C740,"GUTBERLET, JOSEPH III",59
C740,"GUTBERTLET, CHARLES",1
C741,"ROSSMARK, CRAIG",65
C743,"CUNNINGHAM, TERESA",2
C744,"MCLHINNEY, GARY",25
C745,"DIPAOLA, VICTOR",10
C746,"SMITH, PATRICIA",309
C747,"WAYBRIGHT, RICHARD II",403
C747,"CORNISH, LISA",34
C748,"NIEBUHR, KEVIN",66
C749,"BEVILACQUA, JOHN",20
C752,"CAPEROON, MICHAEL",80
C753,"FORTUNE, BARBARA",2
C754,"SALLADA, ROBERT",20
C755,"TERRY, GARY",2
C756,"TULLER, BURL JR",1104
C758,"LLOYD, C",43
C759,"PATZMAN, GARY",25
C760,"YOUNG, RICHARD",1
C761,"HENDRICKS, CONARD",1
C763,"NARANGO, WILLIAM",1134
C764,"HAGIN, JAMES JR",42
